simulation,sharpe,actual_sharpe,p_value
528,1.6384235677540568,1.2826121936672956,0.9045
529,1.5501576112190867,1.2826121936672956,0.9045
530,1.9167395935541038,1.2826121936672956,0.9045
531,1.574323158471375,1.2826121936672956,0.9045
532,1.6223951866052326,1.2826121936672956,0.9045
533,1.1999483030678701,1.2826121936672956,0.9045
534,1.7038498164711962,1.2826121936672956,0.9045
535,1.7804797771510048,1.2826121936672956,0.9045
536,1.5604020507822423,1.2826121936672956,0.9045
537,1.2381797161609598,1.2826121936672956,0.9045
538,1.7704316308812325,1.2826121936672956,0.9045
539,1.888382294634315,1.2826121936672956,0.9045
540,1.4757748866077187,1.2826121936672956,0.9045
541,1.6308575219052561,1.2826121936672956,0.9045
542,1.9108565222745042,1.2826121936672956,0.9045
543,1.439108381535144,1.2826121936672956,0.9045
544,1.4159139031093753,1.2826121936672956,0.9045
545,1.772713450203655,1.2826121936672956,0.9045
546,1.4499433049248902,1.2826121936672956,0.9045
547,1.486396942570565,1.2826121936672956,0.9045
548,1.3305628136410121,1.2826121936672956,0.9045
549,1.5715829523126847,1.2826121936672956,0.9045
550,1.3382434389398554,1.2826121936672956,0.9045
551,1.3265327714180521,1.2826121936672956,0.9045
552,1.4838266103175533,1.2826121936672956,0.9045
553,1.6861384263161139,1.2826121936672956,0.9045
554,1.3825057888500423,1.2826121936672956,0.9045
555,1.4311784031660226,1.2826121936672956,0.9045
556,1.5110546113445165,1.2826121936672956,0.9045
557,1.2982651450000624,1.2826121936672956,0.9045
558,1.756734427010568,1.2826121936672956,0.9045
559,1.456563891817601,1.2826121936672956,0.9045
560,1.5673797277206796,1.2826121936672956,0.9045
561,1.739501135178432,1.2826121936672956,0.9045
